"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20190630","S08000020",,"Inpatient/Day case","C7",,1176,,1590,,1487,,4,,5,,44,,50,
"20200630","S08000020",,"Inpatient/Day case","C7",,85,,55,,29,,0,,2,,3,,21,
"20210630","S08000020",,"Inpatient/Day case","C7",,835,,1018,,926,,3,,2,,51,,36,
"20130930","S08000020",,"Inpatient/Day case","C7",,1153,,918,,830,,10,,3,,24,,51,
"20140930","S08000020",,"Inpatient/Day case","C7",,897,,1168,,1079,,2,,2,,56,,29,
"20150930","S08000020",,"Inpatient/Day case","C7",,1003,,1016,,899,,15,,6,,51,,45,
"20160930","S08000020",,"Inpatient/Day case","C7",,880,,925,,802,,9,,0,,77,,37,
"20170930","S08000020",,"Inpatient/Day case","C7",,847,,850,,753,,8,,2,,29,,58,
"20180930","S08000020",,"Inpatient/Day case","C7",,909,,865,,754,,6,,1,,52,,52,
"20190930","S08000020",,"Inpatient/Day case","C7",,1396,,914,,834,,4,,0,,33,,43,
"20200930","S08000020",,"Inpatient/Day case","C7",,455,,227,,164,,0,,0,,31,,32,
"20210930","S08000020",,"Inpatient/Day case","C7",,1239,,849,,775,,4,,2,,29,,39,
"20130331","S08000020",,"Inpatient/Day case","C7",,1046,,978,,930,,8,,0,,16,,24,
"20140331","S08000020",,"Inpatient/Day case","C7",,1156,,1160,,1090,,6,,2,,18,,44,
"20150331","S08000020",,"Inpatient/Day case","C7",,1124,,1021,,936,,13,,2,,32,,38,
"20160331","S08000020",,"Inpatient/Day case","C7",,991,,946,,886,,9,,0,,21,,30,
"20170331","S08000020",,"Inpatient/Day case","C7",,810,,617,,555,,1,,0,,25,,36,
"20180331","S08000020",,"Inpatient/Day case","C7",,1378,,1171,,1059,,3,,1,,40,,68,
"20190331","S08000020",,"Inpatient/Day case","C7",,1043,,1794,,1639,,2,,8,,85,,60,
"20200331","S08000020",,"Inpatient/Day case","C7",,1470,,1561,,1447,,8,,2,,54,,50,
"20210331","S08000020",,"Inpatient/Day case","C7",,500,,551,,436,,1,,1,,69,,44,
"20220331","S08000020",,"Inpatient/Day case","C7",,1540,,1028,,931,,1,,3,,39,,54,
"20121231","S08000020",,"Inpatient/Day case","C7",,1027,,451,,420,,3,,0,,10,,18,
"20131231","S08000020",,"Inpatient/Day case","C7",,1214,,975,,915,,10,,0,,16,,34,
"20141231","S08000020",,"Inpatient/Day case","C7",,827,,898,,803,,8,,2,,39,,46,
"20151231","S08000020",,"Inpatient/Day case","C7",,1022,,1015,,942,,6,,0,,31,,36,
"20161231","S08000020",,"Inpatient/Day case","C7",,794,,770,,709,,6,,1,,21,,33,
"20171231","S08000020",,"Inpatient/Day case","C7",,1203,,888,,803,,3,,2,,32,,48,
"20181231","S08000020",,"Inpatient/Day case","C7",,1005,,951,,824,,3,,1,,66,,57,
"20191231","S08000020",,"Inpatient/Day case","C7",,1536,,1247,,1168,,1,,0,,27,,51,
"20201231","S08000020",,"Inpatient/Day case","C7",,472,,986,,856,,0,,5,,71,,54,
"20211231","S08000020",,"Inpatient/Day case","C7",,1687,,996,,894,,3,,3,,50,,46,
"20130630","S08000020",,"Inpatient/Day case","C13",,750,,648,,571,,26,,0,,24,,27,
"20140630","S08000020",,"Inpatient/Day case","C13",,690,,607,,529,,37,,3,,16,,22,
"20150630","S08000020",,"Inpatient/Day case","C13",,796,,727,,608,,30,,1,,68,,20,
"20160630","S08000020",,"Inpatient/Day case","C13",,316,,359,,316,,16,,0,,12,,15,
"20170630","S08000020",,"Inpatient/Day case","C13",,255,,269,,236,,7,,0,,17,,9,
"20180630","S08000020",,"Inpatient/Day case","C13",,238,,306,,267,,8,,1,,21,,9,
"20190630","S08000020",,"Inpatient/Day case","C13",,236,,216,,186,,8,,7,,7,,8,
"20200630","S08000020",,"Inpatient/Day case","C13",,44,,29,,18,,0,,0,,6,,5,
"20210630","S08000020",,"Inpatient/Day case","C13",,129,,75,,49,,0,,0,,24,,2,
"20130930","S08000020",,"Inpatient/Day case","C13",,682,,639,,570,,17,,0,,27,,25,
"20140930","S08000020",,"Inpatient/Day case","C13",,586,,617,,543,,33,,3,,22,,16,
"20150930","S08000020",,"Inpatient/Day case","C13",,728,,821,,672,,38,,1,,83,,27,
"20160930","S08000020",,"Inpatient/Day case","C13",,316,,291,,261,,10,,2,,9,,9,
"20170930","S08000020",,"Inpatient/Day case","C13",,256,,217,,187,,10,,0,,13,,7,
"20180930","S08000020",,"Inpatient/Day case","C13",,173,,263,,197,,15,,1,,35,,15,
"20190930","S08000020",,"Inpatient/Day case","C13",,200,,223,,196,,3,,0,,17,,7,
"20200930","S08000020",,"Inpatient/Day case","C13",,55,,44,,37,,0,,1,,4,,2,
"20210930","S08000020",,"Inpatient/Day case","C13",,109,,78,,59,,0,,0,,12,,7,
"20130331","S08000020",,"Inpatient/Day case","C13",,720,,641,,583,,24,,0,,14,,20,
"20140331","S08000020",,"Inpatient/Day case","C13",,652,,671,,612,,24,,2,,20,,13,
"20150331","S08000020",,"Inpatient/Day case","C13",,880,,684,,583,,39,,5,,37,,20,
"20160331","S08000020",,"Inpatient/Day case","C13",,320,,340,,305,,8,,0,,17,,10,
"20170331","S08000020",,"Inpatient/Day case","C13",,360,,290,,264,,3,,0,,16,,7,
"20180331","S08000020",,"Inpatient/Day case","C13",,275,,304,,263,,10,,0,,20,,11,
"20190331","S08000020",,"Inpatient/Day case","C13",,177,,194,,161,,1,,0,,23,,9,
"20200331","S08000020",,"Inpatient/Day case","C13",,188,,272,,229,,6,,2,,26,,9,
"20210331","S08000020",,"Inpatient/Day case","C13",,79,,73,,45,,0,,0,,22,,6,
"20220331","S08000020",,"Inpatient/Day case","C13",,134,,89,,64,,1,,0,,19,,5,
"20121231","S08000020",,"Inpatient/Day case","C13",,672,,299,,256,,7,,1,,22,,13,
"20131231","S08000020",,"Inpatient/Day case","C13",,649,,660,,596,,27,,2,,16,,19,
"20141231","S08000020",,"Inpatient/Day case","C13",,602,,616,,555,,25,,3,,22,,11,
"20151231","S08000020",,"Inpatient/Day case","C13",,341,,711,,591,,39,,0,,66,,15,
"20161231","S08000020",,"Inpatient/Day case","C13",,297,,300,,259,,14,,0,,8,,19,
"20171231","S08000020",,"Inpatient/Day case","C13",,363,,244,,195,,8,,1,,28,,12,
"20181231","S08000020",,"Inpatient/Day case","C13",,155,,193,,165,,6,,0,,11,,11,
"20191231","S08000020",,"Inpatient/Day case","C13",,321,,216,,183,,4,,1,,18,,10,
"20201231","S08000020",,"Inpatient/Day case","C13",,54,,46,,36,,0,,0,,9,,1,
"20211231","S08000020",,"Inpatient/Day case","C13",,115,,137,,69,,11,,1,,51,,5,
"20130630","S08000020",,"Inpatient/Day case","D3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000020",,"Inpatient/Day case","D3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S08000020",,"Inpatient/Day case","D8",,11,,0,,0,,0,,0,,0,,0,
"20160630","S08000020",,"Inpatient/Day case","D8",,193,,192,,177,,3,,0,,11,,1,
"20170630","S08000020",,"Inpatient/Day case","D8",,184,,135,,119,,2,,0,,13,,1,
"20180630","S08000020",,"Inpatient/Day case","D8",,171,,140,,126,,2,,0,,9,,3,
"20190630","S08000020",,"Inpatient/Day case","D8",,156,,203,,179,,1,,9,,12,,2,
"20200630","S08000020",,"Inpatient/Day case","D8",,3,,0,,0,,0,,0,,0,,0,
"20210630","S08000020",,"Inpatient/Day case","D8",,175,,104,,91,,0,,2,,11,,0,
"20150930","S08000020",,"Inpatient/Day case","D8",,82,,6,,0,,0,,0,,0,,6,
"20160930","S08000020",,"Inpatient/Day case","D8",,141,,172,,153,,2,,1,,14,,2,
"20170930","S08000020",,"Inpatient/Day case","D8",,186,,135,,122,,3,,0,,8,,2,
"20180930","S08000020",,"Inpatient/Day case","D8",,140,,131,,115,,3,,2,,10,,1,
"20190930","S08000020",,"Inpatient/Day case","D8",,189,,172,,156,,0,,0,,15,,1,
"20200930","S08000020",,"Inpatient/Day case","D8",,62,,107,,100,,0,,0,,5,,2,
"20210930","S08000020",,"Inpatient/Day case","D8",,134,,116,,105,,0,,0,,11,,0,
"20150331","S08000020",,"Inpatient/Day case","D8",,3,,0,,0,,0,,0,,0,,0,
"20160331","S08000020",,"Inpatient/Day case","D8",,222,,178,,166,,2,,1,,8,,1,
"20170331","S08000020",,"Inpatient/Day case","D8",,169,,169,,156,,6,,0,,6,,1,
"20180331","S08000020",,"Inpatient/Day case","D8",,161,,169,,145,,8,,0,,12,,4,
"20190331","S08000020",,"Inpatient/Day case","D8",,171,,204,,173,,1,,11,,12,,7,
"20200331","S08000020",,"Inpatient/Day case","D8",,160,,135,,118,,3,,1,,13,,0,
"20210331","S08000020",,"Inpatient/Day case","D8",,135,,99,,95,,0,,0,,3,,1,
"20220331","S08000020",,"Inpatient/Day case","D8",,160,,111,,105,,0,,0,,5,,1,
"20141231","S08000020",,"Inpatient/Day case","D8",,1,,0,,0,,0,,0,,0,,0,
"20151231","S08000020",,"Inpatient/Day case","D8",,165,,146,,136,,1,,0,,7,,2,
"20161231","S08000020",,"Inpatient/Day case","D8",,161,,159,,147,,2,,0,,9,,1,
"20171231","S08000020",,"Inpatient/Day case","D8",,169,,169,,153,,3,,0,,13,,0,
"20181231","S08000020",,"Inpatient/Day case","D8",,161,,200,,167,,4,,3,,15,,11,
"20191231","S08000020",,"Inpatient/Day case","D8",,168,,147,,133,,0,,0,,14,,0,
"20201231","S08000020",,"Inpatient/Day case","D8",,100,,141,,134,,0,,0,,7,,0,
"20211231","S08000020",,"Inpatient/Day case","D8",,127,,130,,111,,1,,0,,14,,4,
"20130630","S08000020",,"Inpatient/Day case","AF",,4,,7,,7,,0,,0,,0,,0,
"20140630","S08000020",,"Inpatient/Day case","AF",,6,,5,,5,,0,,0,,0,,0,
"20150630","S08000020",,"Inpatient/Day case","AF",,3,,4,,3,,0,,0,,1,,0,
"20160630","S08000020",,"Inpatient/Day case","AF",,2,,3,,2,,0,,0,,1,,0,
"20170630","S08000020",,"Inpatient/Day case","AF",,5,,5,,5,,0,,0,,0,,0,
"20180630","S08000020",,"Inpatient/Day case","AF",,4,,7,,7,,0,,0,,0,,0,
"20190630","S08000020",,"Inpatient/Day case","AF",,6,,7,,6,,0,,0,,0,,1,
"20200630","S08000020",,"Inpatient/Day case","AF",,4,,5,,4,,0,,0,,0,,1,
"20210630","S08000020",,"Inpatient/Day case","AF",,7,,9,,7,,0,,0,,1,,1,
"20130930","S08000020",,"Inpatient/Day case","AF",,2,,2,,2,,0,,0,,0,,0,
"20140930","S08000020",,"Inpatient/Day case","AF",,3,,4,,2,,0,,0,,0,,2,
"20150930","S08000020",,"Inpatient/Day case","AF",,2,,4,,2,,0,,0,,2,,0,
"20160930","S08000020",,"Inpatient/Day case","AF",,2,,3,,2,,0,,0,,1,,0,
"20170930","S08000020",,"Inpatient/Day case","AF",,1,,2,,2,,0,,0,,0,,0,
"20180930","S08000020",,"Inpatient/Day case","AF",,2,,2,,2,,0,,0,,0,,0,
"20190930","S08000020",,"Inpatient/Day case","AF",,9,,9,,8,,0,,0,,0,,1,
"20200930","S08000020",,"Inpatient/Day case","AF",,10,,8,,8,,0,,0,,0,,0,
"20210930","S08000020",,"Inpatient/Day case","AF",,7,,4,,3,,0,,0,,1,,0,
"20130331","S08000020",,"Inpatient/Day case","AF",,5,,3,,3,,0,,0,,0,,0,
"20140331","S08000020",,"Inpatient/Day case","AF",,7,,7,,6,,0,,0,,1,,0,
"20150331","S08000020",,"Inpatient/Day case","AF",,13,,10,,8,,0,,0,,2,,0,
"20160331","S08000020",,"Inpatient/Day case","AF",,8,,6,,6,,0,,0,,0,,0,
"20170331","S08000020",,"Inpatient/Day case","AF",,4,,3,,3,,0,,0,,0,,0,
"20180331","S08000020",,"Inpatient/Day case","AF",,3,,2,,2,,0,,0,,0,,0,
"20190331","S08000020",,"Inpatient/Day case","AF",,3,,3,,3,,0,,0,,0,,0,
"20200331","S08000020",,"Inpatient/Day case","AF",,12,,13,,13,,0,,0,,0,,0,
"20210331","S08000020",,"Inpatient/Day case","AF",,8,,9,,9,,0,,0,,0,,0,
"20220331","S08000020",,"Inpatient/Day case","AF",,13,,15,,13,,0,,0,,2,,0,
"20121231","S08000020",,"Inpatient/Day case","AF",,3,,2,,2,,0,,0,,0,,0,
"20131231","S08000020",,"Inpatient/Day case","AF",,6,,5,,3,,0,,0,,0,,2,
"20141231","S08000020",,"Inpatient/Day case","AF",,4,,5,,4,,0,,0,,1,,0,
"20151231","S08000020",,"Inpatient/Day case","AF",,6,,6,,6,,0,,0,,0,,0,
"20161231","S08000020",,"Inpatient/Day case","AF",,3,,3,,3,,0,,0,,0,,0,
"20171231","S08000020",,"Inpatient/Day case","AF",,7,,5,,5,,0,,0,,0,,0,
"20181231","S08000020",,"Inpatient/Day case","AF",,4,,3,,2,,0,,0,,0,,1,
"20191231","S08000020",,"Inpatient/Day case","AF",,6,,4,,4,,0,,0,,0,,0,
"20201231","S08000020",,"Inpatient/Day case","AF",,11,,7,,7,,0,,0,,0,,0,
"20211231","S08000020",,"Inpatient/Day case","AF",,10,,14,,13,,0,,0,,0,,1,
"20130630","S08000020",,"Inpatient/Day case","CA",,191,,190,,172,,1,,1,,2,,14,
"20140630","S08000020",,"Inpatient/Day case","CA",,199,,193,,168,,3,,0,,10,,12,
"20150630","S08000020",,"Inpatient/Day case","CA",,247,,191,,163,,2,,0,,8,,18,
"20160630","S08000020",,"Inpatient/Day case","CA",,197,,189,,161,,2,,0,,15,,11,
"20170630","S08000020",,"Inpatient/Day case","CA",,238,,218,,202,,0,,1,,2,,13,
"20180630","S08000020",,"Inpatient/Day case","CA",,175,,181,,160,,3,,0,,1,,17,
"20190630","S08000020",,"Inpatient/Day case","CA",,215,,209,,189,,3,,0,,4,,13,
"20200630","S08000020",,"Inpatient/Day case","CA",,73,,35,,32,,0,,0,,2,,1,
"20210630","S08000020",,"Inpatient/Day case","CA",,140,,90,,84,,0,,1,,0,,5,
"20130930","S08000020",,"Inpatient/Day case","CA",,151,,191,,169,,1,,0,,3,,18,
"20140930","S08000020",,"Inpatient/Day case","CA",,149,,147,,130,,2,,0,,6,,9,
"20150930","S08000020",,"Inpatient/Day case","CA",,194,,208,,179,,1,,0,,21,,7,
"20160930","S08000020",,"Inpatient/Day case","CA",,167,,159,,147,,1,,0,,4,,7,
"20170930","S08000020",,"Inpatient/Day case","CA",,179,,185,,163,,2,,2,,7,,11,
"20180930","S08000020",,"Inpatient/Day case","CA",,173,,155,,147,,1,,0,,0,,7,
"20190930","S08000020",,"Inpatient/Day case","CA",,175,,171,,157,,0,,1,,3,,10,
"20200930","S08000020",,"Inpatient/Day case","CA",,95,,86,,69,,0,,0,,8,,9,
"20210930","S08000020",,"Inpatient/Day case","CA",,157,,73,,65,,0,,0,,3,,5,
"20130331","S08000020",,"Inpatient/Day case","CA",,168,,140,,125,,0,,0,,5,,10,
"20140331","S08000020",,"Inpatient/Day case","CA",,190,,194,,179,,0,,0,,5,,10,
"20150331","S08000020",,"Inpatient/Day case","CA",,206,,237,,201,,3,,0,,6,,27,
"20160331","S08000020",,"Inpatient/Day case","CA",,165,,190,,171,,0,,1,,11,,7,
"20170331","S08000020",,"Inpatient/Day case","CA",,185,,187,,169,,0,,1,,7,,10,
"20180331","S08000020",,"Inpatient/Day case","CA",,168,,210,,193,,2,,1,,2,,12,
"20190331","S08000020",,"Inpatient/Day case","CA",,164,,179,,163,,3,,0,,3,,10,
"20200331","S08000020",,"Inpatient/Day case","CA",,133,,130,,123,,1,,0,,3,,3,
"20210331","S08000020",,"Inpatient/Day case","CA",,141,,91,,84,,0,,0,,2,,5,
"20220331","S08000020",,"Inpatient/Day case","CA",,128,,106,,94,,0,,1,,4,,7,
"20121231","S08000020",,"Inpatient/Day case","CA",,163,,82,,75,,0,,0,,2,,5,
"20131231","S08000020",,"Inpatient/Day case","CA",,169,,118,,111,,0,,0,,4,,3,
"20141231","S08000020",,"Inpatient/Day case","CA",,181,,173,,151,,0,,0,,9,,13,
"20151231","S08000020",,"Inpatient/Day case","CA",,178,,216,,198,,0,,0,,9,,9,
"20161231","S08000020",,"Inpatient/Day case","CA",,193,,197,,181,,0,,1,,6,,9,
"20171231","S08000020",,"Inpatient/Day case","CA",,226,,174,,147,,2,,0,,3,,22,
"20181231","S08000020",,"Inpatient/Day case","CA",,195,,196,,174,,2,,0,,2,,18,
"20191231","S08000020",,"Inpatient/Day case","CA",,146,,160,,146,,0,,0,,2,,12,
"20201231","S08000020",,"Inpatient/Day case","CA",,105,,108,,94,,0,,0,,7,,7,
"20211231","S08000020",,"Inpatient/Day case","CA",,143,,109,,92,,0,,1,,7,,9,
"20130630","S08000020",,"Inpatient/Day case","C31",,102,,74,,68,,2,,0,,2,,2,
"20140630","S08000020",,"Inpatient/Day case","C31",,99,,107,,93,,0,,0,,8,,6,
"20150630","S08000020",,"Inpatient/Day case","C31",,164,,106,,90,,1,,0,,7,,8,
"20160630","S08000020",,"Inpatient/Day case","C31",,120,,182,,156,,6,,0,,11,,9,
"20170630","S08000020",,"Inpatient/Day case","C31",,103,,78,,60,,3,,0,,7,,8,
"20180630","S08000020",,"Inpatient/Day case","C31",,84,,65,,50,,3,,0,,5,,7,
"20190630","S08000020",,"Inpatient/Day case","C31",,105,,131,,111,,0,,0,,10,,10,
"20200630","S08000020",,"Inpatient/Day case","C31",,64,,4,,0,,0,,0,,1,,3,
"20210630","S08000020",,"Inpatient/Day case","C31",,104,,124,,105,,0,,1,,11,,7,
"20130930","S08000020",,"Inpatient/Day case","C31",,90,,83,,77,,0,,0,,2,,4,
"20140930","S08000020",,"Inpatient/Day case","C31",,112,,107,,89,,1,,0,,4,,13,
"20150930","S08000020",,"Inpatient/Day case","C31",,202,,137,,117,,2,,0,,8,,10,
"20160930","S08000020",,"Inpatient/Day case","C31",,118,,147,,122,,4,,0,,4,,17,
"20170930","S08000020",,"Inpatient/Day case","C31",,71,,74,,62,,0,,0,,3,,9,
"20180930","S08000020",,"Inpatient/Day case","C31",,105,,91,,72,,2,,1,,7,,9,
"20190930","S08000020",,"Inpatient/Day case","C31",,84,,96,,83,,1,,0,,3,,9,
"20200930","S08000020",,"Inpatient/Day case","C31",,73,,48,,40,,0,,0,,1,,7,
"20210930","S08000020",,"Inpatient/Day case","C31",,110,,128,,102,,1,,0,,15,,10,
"20130331","S08000020",,"Inpatient/Day case","C31",,78,,70,,67,,0,,0,,1,,2,
"20140331","S08000020",,"Inpatient/Day case","C31",,113,,93,,75,,2,,1,,4,,11,
"20150331","S08000020",,"Inpatient/Day case","C31",,105,,108,,99,,2,,0,,2,,5,
"20160331","S08000020",,"Inpatient/Day case","C31",,137,,180,,153,,2,,0,,6,,19,
"20170331","S08000020",,"Inpatient/Day case","C31",,92,,92,,81,,2,,0,,4,,5,
"20180331","S08000020",,"Inpatient/Day case","C31",,93,,82,,68,,1,,0,,5,,8,
"20190331","S08000020",,"Inpatient/Day case","C31",,98,,116,,100,,1,,0,,2,,13,
"20200331","S08000020",,"Inpatient/Day case","C31",,112,,93,,77,,0,,0,,8,,8,
"20210331","S08000020",,"Inpatient/Day case","C31",,119,,74,,62,,0,,0,,5,,7,
"20220331","S08000020",,"Inpatient/Day case","C31",,102,,121,,105,,0,,0,,10,,6,
"20121231","S08000020",,"Inpatient/Day case","C31",,64,,28,,25,,2,,0,,1,,0,
"20131231","S08000020",,"Inpatient/Day case","C31",,77,,87,,73,,4,,0,,5,,5,
"20141231","S08000020",,"Inpatient/Day case","C31",,89,,94,,83,,1,,0,,7,,3,
"20151231","S08000020",,"Inpatient/Day case","C31",,234,,171,,141,,4,,1,,10,,15,
"20161231","S08000020",,"Inpatient/Day case","C31",,106,,117,,98,,2,,0,,6,,11,
"20171231","S08000020",,"Inpatient/Day case","C31",,62,,62,,52,,1,,0,,4,,5,
"20181231","S08000020",,"Inpatient/Day case","C31",,143,,83,,65,,3,,0,,4,,11,
"20191231","S08000020",,"Inpatient/Day case","C31",,100,,123,,104,,3,,1,,5,,10,
"20201231","S08000020",,"Inpatient/Day case","C31",,116,,91,,86,,1,,0,,3,,1,
"20211231","S08000020",,"Inpatient/Day case","C31",,108,,115,,94,,1,,0,,16,,4,
"20130630","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000020",,"Inpatient/Day case","AM",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000020",,"Inpatient/Day case","RE",,1,,1,,0,,0,,0,,0,,1,
"20130630","S08000020",,"Inpatient/Day case","C9",,298,,221,,206,,0,,1,,6,,8,
"20140630","S08000020",,"Inpatient/Day case","C9",,232,,263,,236,,0,,0,,10,,17,
"20150630","S08000020",,"Inpatient/Day case","C9",,266,,256,,221,,1,,1,,20,,13,
"20160630","S08000020",,"Inpatient/Day case","C9",,300,,275,,216,,2,,0,,43,,14,
"20170630","S08000020",,"Inpatient/Day case","C9",,281,,224,,189,,1,,0,,20,,14,
"20180630","S08000020",,"Inpatient/Day case","C9",,217,,219,,187,,0,,1,,17,,14,
"20190630","S08000020",,"Inpatient/Day case","C9",,211,,258,,192,,2,,9,,41,,14,
"20200630","S08000020",,"Inpatient/Day case","C9",,89,,100,,78,,0,,1,,14,,7,
"20210630","S08000020",,"Inpatient/Day case","C9",,196,,117,,94,,0,,1,,16,,6,
"20130930","S08000020",,"Inpatient/Day case","C9",,249,,213,,194,,0,,0,,9,,10,
"20140930","S08000020",,"Inpatient/Day case","C9",,264,,318,,280,,2,,0,,24,,12,
"20150930","S08000020",,"Inpatient/Day case","C9",,287,,318,,280,,4,,0,,20,,14,
"20160930","S08000020",,"Inpatient/Day case","C9",,319,,300,,248,,2,,0,,26,,24,
"20170930","S08000020",,"Inpatient/Day case","C9",,261,,258,,214,,2,,3,,27,,12,
"20180930","S08000020",,"Inpatient/Day case","C9",,203,,269,,209,,7,,1,,32,,20,
"20190930","S08000020",,"Inpatient/Day case","C9",,283,,282,,222,,3,,3,,37,,17,
"20200930","S08000020",,"Inpatient/Day case","C9",,118,,151,,128,,0,,0,,17,,6,
"20210930","S08000020",,"Inpatient/Day case","C9",,152,,123,,107,,0,,0,,10,,6,
"20130331","S08000020",,"Inpatient/Day case","C9",,239,,172,,160,,0,,0,,3,,9,
"20140331","S08000020",,"Inpatient/Day case","C9",,243,,244,,216,,1,,0,,10,,17,
"20150331","S08000020",,"Inpatient/Day case","C9",,293,,264,,229,,3,,0,,23,,9,
"20160331","S08000020",,"Inpatient/Day case","C9",,342,,275,,244,,1,,0,,16,,14,
"20170331","S08000020",,"Inpatient/Day case","C9",,279,,223,,195,,2,,0,,14,,12,
"20180331","S08000020",,"Inpatient/Day case","C9",,271,,265,,228,,2,,2,,20,,13,
"20190331","S08000020",,"Inpatient/Day case","C9",,260,,254,,196,,2,,3,,42,,11,
"20200331","S08000020",,"Inpatient/Day case","C9",,227,,262,,225,,1,,1,,24,,11,
"20210331","S08000020",,"Inpatient/Day case","C9",,134,,124,,99,,0,,2,,19,,4,
"20220331","S08000020",,"Inpatient/Day case","C9",,170,,131,,107,,0,,1,,17,,6,
"20121231","S08000020",,"Inpatient/Day case","C9",,295,,199,,171,,2,,0,,13,,13,
"20131231","S08000020",,"Inpatient/Day case","C9",,264,,222,,195,,2,,1,,12,,12,
"20141231","S08000020",,"Inpatient/Day case","C9",,322,,283,,267,,2,,0,,6,,8,
"20151231","S08000020",,"Inpatient/Day case","C9",,326,,314,,283,,3,,0,,19,,9,
"20161231","S08000020",,"Inpatient/Day case","C9",,272,,264,,224,,3,,1,,17,,19,
"20171231","S08000020",,"Inpatient/Day case","C9",,280,,287,,243,,4,,2,,28,,10,
"20181231","S08000020",,"Inpatient/Day case","C9",,268,,252,,217,,1,,1,,25,,8,
"20191231","S08000020",,"Inpatient/Day case","C9",,305,,272,,229,,0,,0,,33,,10,
"20201231","S08000020",,"Inpatient/Day case","C9",,130,,124,,102,,1,,0,,15,,6,
"20211231","S08000020",,"Inpatient/Day case","C9",,151,,120,,103,,0,,0,,8,,9,
"20130630","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160630","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180630","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000020",,"Inpatient/Day case","AP",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
