FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2018/19,"",S08000032,"",,z,All Acute Specialties,d,All Acute Specialties,d,1319,"",87.5,"",481370,"",1153.613698630137,"",421069,""
2018/19,"",S08000032,"",,z,All Specialties,d,All Specialties,d,2153,"",76.8,"",785821,"",1653.5917808219178,"",603561,""
2018/19,"",S08000032,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S08000032,"",,z,Emergency Grouping,d,Emergency Grouping,"",2,"",38.8,"",583,"",0.6191780821917808,"",226,""
2018/19,"",S08000032,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",14,"",97.9,"",5119,"",13.726027397260275,"",5010,""
2018/19,"",S08000032,"",,z,Medical Grouping,d,Medical Grouping,"",953,"",90.2,"",347797,"",859.1315068493151,"",313583,""
2018/19,"",S08000032,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",392,"",65.8,"",143001,"",257.9178082191781,"",94140,""
2018/19,"",S08000032,"",,z,Other Grouping,d,Other Grouping,"",292,"",53.9,"",106557,"",157.28493150684932,"",57409,""
2018/19,"",S08000032,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",68,"",36.7,"",24817,"",24.936986301369863,"",9102,""
2018/19,"",S08000032,"",,z,Surgery Grouping,d,Surgery Grouping,"",366,"",80.5,"",133573,"",294.4821917808219,"",107486,""
2018/19,"",S08000032,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",67,"",68.1,"",24373,"",45.49041095890411,"",16604,""
2018/19,"",SB0801,"",A2,"",Cardiology,"",Medical Grouping,"",30,"",88.8,"",10979,"",26.704109589041096,"",9747,""
2018/19,"",SB0801,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",2,"",100,"",675,"",1.8493150684931507,"",675,""
2018/19,"",SB0801,"",C1,"",General Surgery,"",Surgery Grouping,"",1,"",100,"",243,"",0.6657534246575343,"",243,""
2018/19,"",SB0801,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",82,"",77.3,"",29905,"",63.31232876712329,"",23109,""
2018/19,"",SB0801,"",C7,"",Ophthalmology,"",Surgery Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2018/19,"",SB0801,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",53,"",73.9,"",19437,"",39.35616438356164,"",14365,""
2018/19,"",SB0801,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",14,"",0.038356164383561646,"",14,""
2018/19,"",SB0801,"",CB,"",Urology,"",Surgery Grouping,"",0,"",100,"",2,"",0.005479452054794521,"",2,""
2018/19,"",SB0801,"",,z,All Acute Specialties,d,All Acute Specialties,d,168,"",78.6,"",61258,"",131.93972602739726,"",48158,""
2018/19,"",SB0801,"",,z,All Specialties,d,All Specialties,d,168,"",78.6,"",61258,"",131.93972602739726,"",48158,""
2018/19,"",SB0801,"",,z,Medical Grouping,d,Medical Grouping,"",32,"",89.4,"",11654,"",28.553424657534247,"",10422,""
2018/19,"",SB0801,"",,z,Surgery Grouping,d,Surgery Grouping,"",136,"",76.1,"",49604,"",103.38630136986302,"",37736,""
2018/19,"",S92000003,d,A1,"",General Medicine,"",Medical Grouping,"",3422,"",89.1,"",1248984,"",3047.290410958904,"",1112261,""
2018/19,"",S92000003,d,A2,"",Cardiology,"",Medical Grouping,"",519,"",90.2,"",189613,"",468.68219178082194,"",171069,""
2018/19,"",S92000003,d,A6,"",Infectious Diseases,"",Medical Grouping,"",112,"",92.7,"",40782,"",103.54246575342465,"",37793,""
2018/19,"",S92000003,d,A7,"",Dermatology,"",Medical Grouping,"",25,"",73.3,"",9015,"",18.095890410958905,"",6605,""
2018/19,"",S92000003,d,A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",33,"",93.7,"",11888,"",30.53150684931507,"",11144,""
2018/19,"",S92000003,d,A9,"",Gastroenterology,"",Medical Grouping,"",270,"",94.1,"",98572,"",254.24383561643836,"",92799,""
2018/19,"",S92000003,d,AB,"",Geriatric Medicine,"",Medical Grouping,"",3022,"",94,"",1103153,"",2840.7890410958903,"",1036888,""
2018/19,"",S92000003,d,AD,"",Medical Oncology,"",Medical Grouping,"",82,"",81.3,"",29925,"",66.61917808219178,"",24316,""
2018/19,"",S92000003,d,AF,"",Paediatrics,"",Paediatrics Grouping,"",673,"",56.9,"",245715,"",382.8712328767123,"",139748,""
2018/19,"",S92000003,d,AG,"",Renal Medicine,"",Medical Grouping,"",192,"",89.4,"",70212,"",171.91780821917808,"",62750,""
2018/19,"",S92000003,d,AH,"",Neurology,"",Medical Grouping,"",87,"",82.6,"",31713,"",71.78904109589041,"",26203,""
2018/19,"",S92000003,d,AM,"",Palliative Medicine,"",Medical Grouping,"",155,"",80.9,"",56648,"",125.49863013698631,"",45807,""
2018/19,"",S92000003,d,AP,"",Rehabilitation Medicine,"",Medical Grouping,"",330,"",81.1,"",120545,"",267.8027397260274,"",97748,""
2018/19,"",S92000003,d,AQ,"",Respiratory Medicine,"",Medical Grouping,"",468,"",96,"",170917,"",449.63287671232877,"",164116,""
2018/19,"",S92000003,d,AR,"",Rheumatology,"",Medical Grouping,"",55,"",90.4,"",19894,"",49.25205479452055,"",17977,""
2018/19,"",S92000003,d,AW,"",Allergy,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2018/19,"",S92000003,d,C1,"",General Surgery,"",Surgery Grouping,"",1643,"",80.5,"",599593,"",1322.7013698630137,"",482786,""
2018/19,"",S92000003,d,C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",50,"",80.1,"",18288,"",40.14246575342466,"",14652,""
2018/19,"",S92000003,d,C2,"",Accident & Emergency,"",Emergency Grouping,"",55,"",48.6,"",20101,"",26.753424657534246,"",9765,""
2018/19,"",S92000003,d,C3,"",Anaesthetics,"",Surgery Grouping,"",139,"",59.3,"",50659,"",82.30684931506849,"",30042,""
2018/19,"",S92000003,d,C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",171,"",83.2,"",62425,"",142.3013698630137,"",51940,""
2018/19,"",S92000003,d,C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",136,"",76.4,"",49524,"",103.62191780821918,"",37822,""
2018/19,"",S92000003,d,C6,"",Neurosurgery,"",Surgery Grouping,"",173,"",79.3,"",63044,"",137.03287671232877,"",50017,""
2018/19,"",S92000003,d,C7,"",Ophthalmology,"",Surgery Grouping,"",49,"",66.7,"",17748,"",32.45479452054794,"",11846,""
2018/19,"",S92000003,d,C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",1170,"",80.2,"",427119,"",937.9397260273972,"",342348,""
2018/19,"",S92000003,d,C9,"",Plastic Surgery,"",Surgery Grouping,"",105,"",69.2,"",38207,"",72.43013698630136,"",26437,""
2018/19,"",S92000003,d,C91,"",Cleft Lip and Palate Surgery,"",Surgery Grouping,"",1,"",100,"",538,"",1.473972602739726,"",538,""
2018/19,"",S92000003,d,CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",44,"",57.4,"",16114,"",25.345205479452055,"",9251,""
2018/19,"",S92000003,d,CB,"",Urology,"",Surgery Grouping,"",260,"",82.5,"",95003,"",214.84383561643835,"",78418,""
2018/19,"",S92000003,d,CC,"",Intensive Care Medicine,"",Surgery Grouping,"",43,"",75,"",15852,"",32.56986301369863,"",11888,""
2018/19,"",S92000003,d,D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",66,"",0.18082191780821918,"",66,""
2018/19,"",S92000003,d,D3,"",Oral Surgery,"",Dental Grouping,"",3,"",17.9,"",1198,"",0.5863013698630137,"",214,""
2018/19,"",S92000003,d,D6,"",Restorative Dentistry,"",Dental Grouping,"",0,"",100,"",2,"",0.005479452054794521,"",2,""
2018/19,"",S92000003,d,D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,"",100,"",96,"",0.26301369863013696,"",96,""
2018/19,"",S92000003,d,E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",15,"",10.5,"",5371,"",1.5424657534246575,"",563,""
2018/19,"",S92000003,d,E12,"",GP Other than Obstetrics,"",Community Grouping,"",877,"",77.3,"",320136,"",677.6739726027397,"",247351,""
2018/19,"",S92000003,d,F1,"",Obstetrics & Gynaecology,"",Obstetrics Grouping,"",0,"",100,"",18,"",0.049315068493150684,"",18,""
2018/19,"",S92000003,d,F2,"",Gynaecology,"",Women and Newborn Grouping,"",182,"",60.4,"",66411,"",109.88493150684931,"",40108,""
2018/19,"",S92000003,d,F3,"",Obstetrics,"",Women and Newborn Grouping,"",663,"",64.1,"",241839,"",424.6054794520548,"",154981,""
2018/19,"",S92000003,d,G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",1778,"",80.6,"",649022,"",1433.9671232876713,"",523398,""
2018/19,"",S92000003,d,G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",55,"",70.9,"",20028,"",38.917808219178085,"",14205,""
2018/19,"",S92000003,d,G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",338,"",84.8,"",123239,"",286.45753424657534,"",104557,""
2018/19,"",S92000003,d,G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",1684,"",75,"",614671,"",1262.6054794520549,"",460851,""
2018/19,"",S92000003,d,G5,"",Learning Disability,"",Learning Disability Grouping,"",235,"",83.1,"",85743,"",195.1013698630137,"",71212,""
2018/19,"",S92000003,d,GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",944,"",76.7,"",344684,"",724.186301369863,"",264328,""
2018/19,"",S92000003,d,H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",86,"",0.2356164383561644,"",86,""
2018/19,"",S92000003,d,H2,"",Clinical Oncology,"",Medical Grouping,"",156,"",80.5,"",56873,"",125.5095890410959,"",45811,""
2018/19,"",S92000003,d,J4,"",Haematology,"",Medical Grouping,"",203,"",89.6,"",74216,"",182.27397260273972,"",66530,""
2018/19,"",S92000003,d,J5,"",Immunology,"",Medical Grouping,"",1,"",23.4,"",205,"",0.13150684931506848,"",48,""
2018/19,"",S92000003,d,RB,"",Physiology,"",Other Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S92000003,d,RK3,"",Ultrasonics,"",Diagnostics Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S92000003,d,T2,"",Midwifery,"",Women and Newborn Grouping,"",18,"",44.9,"",6516,"",8.01917808219178,"",2927,""
2018/19,"",S92000003,d,T21,"",Community Midwifery,"",Women and Newborn Grouping,"",15,"",25.4,"",5420,"",3.7643835616438355,"",1374,""
2018/19,"",S92000003,d,XSU,"",Unspecified,"",Other Grouping,"",106,"",0,"",38565,"",0,"",0,""
2018/19,"",S92000003,d,,z,All Acute Specialties,d,All Acute Specialties,d,13072,"",87.2,"",4771241,"",11393.657534246575,"",4158685,""
2018/19,"",S92000003,d,,z,All Specialties,d,All Specialties,d,20757,"",81.9,"",7576198,"",16996.44383561644,"",6203702,""
2018/19,"",S92000003,d,,z,Community Grouping,d,Community Grouping,"",877,"",77.3,"",320136,"",677.6739726027397,"",247351,""
2018/19,"",S92000003,d,,z,Dental Grouping,d,Dental Grouping,"",3,"",22.3,"",1266,"",0.7726027397260274,"",282,""
2018/19,"",S92000003,d,,z,Diagnostics Grouping,d,Diagnostics Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2018/19,"",S92000003,d,,z,Emergency Grouping,d,Emergency Grouping,"",55,"",48.6,"",20101,"",26.753424657534246,"",9765,""
2018/19,"",S92000003,d,,z,Learning Disability Grouping,d,Learning Disability Grouping,"",235,"",83.1,"",85743,"",195.1013698630137,"",71212,""
2018/19,"",S92000003,d,,z,Medical Grouping,d,Medical Grouping,"",9132,"",90.6,"",3333241,"",8273.838356164384,"",3019951,""
2018/19,"",S92000003,d,,z,Mental Health Grouping,d,Mental Health Grouping,"",3855,"",78.4,"",1406960,"",3021.9479452054793,"",1103011,""
2018/19,"",S92000003,d,,z,Obstetrics Grouping,d,Obstetrics Grouping,"",0,"",100,"",18,"",0.049315068493150684,"",18,""
2018/19,"",S92000003,d,,z,Other Grouping,d,Other Grouping,"",1050,"",69,"",383250,"",724.1890410958904,"",264329,""
2018/19,"",S92000003,d,,z,Paediatrics Grouping,d,Paediatrics Grouping,"",718,"",56.9,"",261925,"",408.47945205479454,"",149095,""
2018/19,"",S92000003,d,,z,Surgery Grouping,d,Surgery Grouping,"",3940,"",79.2,"",1438000,"",3119.8191780821917,"",1138734,""
2018/19,"",S92000003,d,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",892,"",61.4,"",325557,"",547.8164383561644,"",199953,""
2019/20,"",S08000015,"",A1,"",General Medicine,"",Medical Grouping,"",448,"",97.5,"",164023,"",436.90710382513663,"",159908,""
2019/20,"",S08000015,"",A2,"",Cardiology,"",Medical Grouping,"",19,"",91.6,"",6820,"",17.062841530054644,"",6245,""
2019/20,"",S08000015,"",A6,"",Infectious Diseases,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000015,"",A7,"",Dermatology,"",Medical Grouping,"",2,"",68.3,"",635,"",1.185792349726776,"",434,""
2019/20,"",S08000015,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000015,"",A9,"",Gastroenterology,"",Medical Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2019/20,"",S08000015,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",187,"",95.6,"",68386,"",178.61475409836066,"",65373,""
2019/20,"",S08000015,"",AD,"",Medical Oncology,"",Medical Grouping,"",1,"",12.3,"",227,"",0.07650273224043716,"",28,""
2019/20,"",S08000015,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",37,"",66.9,"",13629,"",24.92349726775956,"",9122,""
2019/20,"",S08000015,"",AG,"",Renal Medicine,"",Medical Grouping,"",12,"",97,"",4456,"",11.806010928961749,"",4321,""
2019/20,"",S08000015,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",14,"",80,"",5202,"",11.371584699453551,"",4162,""
2019/20,"",S08000015,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000015,"",AR,"",Rheumatology,"",Medical Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2019/20,"",S08000015,"",C1,"",General Surgery,"",Surgery Grouping,"",102,"",89.3,"",37513,"",91.57103825136612,"",33515,""
2019/20,"",S08000015,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",3,"",56.8,"",1009,"",1.5655737704918034,"",573,""
2019/20,"",S08000015,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",1,"",100,"",435,"",1.1885245901639345,"",435,""
2019/20,"",S08000015,"",C3,"",Anaesthetics,"",Surgery Grouping,"",0,"",100,"",7,"",0.01912568306010929,"",7,""
2019/20,"",S08000015,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",9,"",94.1,"",3229,"",8.300546448087431,"",3038,""
2019/20,"",S08000015,"",C7,"",Ophthalmology,"",Surgery Grouping,"",2,"",71.9,"",565,"",1.1092896174863387,"",406,""
2019/20,"",S08000015,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",98,"",82.7,"",35753,"",80.81420765027322,"",29578,""
2019/20,"",S08000015,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",9,"",0.02459016393442623,"",9,""
2019/20,"",S08000015,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",17,"",0.04644808743169399,"",17,""
2019/20,"",S08000015,"",CB,"",Urology,"",Surgery Grouping,"",20,"",88.6,"",7479,"",18.101092896174862,"",6625,""
2019/20,"",S08000015,"",CC,"",Intensive Care Medicine,"",Surgery Grouping,"",10,"",69.2,"",3747,"",7.084699453551913,"",2593,""
2019/20,"",S08000015,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2019/20,"",S08000015,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",62,"",73.2,"",22839,"",45.69398907103825,"",16724,""
2019/20,"",S08000015,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",13,"",47.3,"",4753,"",6.136612021857924,"",2246,""
2019/20,"",S08000015,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",29,"",77,"",10508,"",22.10655737704918,"",8091,""
2019/20,"",S08000015,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",96,"",78.2,"",35175,"",75.18579234972678,"",27518,""
2019/20,"",S08000015,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",21,"",67,"",7868,"",14.412568306010929,"",5275,""
2019/20,"",S08000015,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",109,"",78.1,"",39729,"",84.75956284153006,"",31022,""
2019/20,"",S08000015,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",18,"",89,"",6729,"",16.366120218579233,"",5990,""
2019/20,"",S08000015,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",53,"",98.3,"",19313,"",51.88251366120219,"",18989,""
2019/20,"",S08000015,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2019/20,"",S08000015,"",H2,"",Clinical Oncology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000015,"",J4,"",Haematology,"",Medical Grouping,"",12,"",97.7,"",4413,"",11.781420765027322,"",4312,""
2019/20,"",S08000015,"",T2,"",Midwifery,"",Women and Newborn Grouping,"",3,"",100,"",1035,"",2.8278688524590163,"",1035,""
2019/20,"",S08000015,"",,z,All Acute Specialties,d,All Acute Specialties,d,938,"",93.5,"",343478,"",877.4098360655738,"",321132,""
2019/20,"",S08000015,"",,z,All Specialties,d,All Specialties,d,1381,"",88.5,"",505510,"",1222.9453551912568,"",447598,""
2019/20,"",S08000015,"",,z,Community Grouping,d,Community Grouping,"",62,"",73.2,"",22839,"",45.69398907103825,"",16724,""
2019/20,"",S08000015,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2019/20,"",S08000015,"",,z,Emergency Grouping,d,Emergency Grouping,"",1,"",100,"",435,"",1.1885245901639345,"",435,""
2019/20,"",S08000015,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",18,"",89,"",6729,"",16.366120218579233,"",5990,""
2019/20,"",S08000015,"",,z,Medical Grouping,d,Medical Grouping,"",694,"",96.3,"",254167,"",668.8196721311475,"",244788,""
2019/20,"",S08000015,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",226,"",77.1,"",82772,"",174.35792349726776,"",63815,""
2019/20,"",S08000015,"",,z,Other Grouping,d,Other Grouping,"",53,"",98.3,"",19313,"",51.88251366120219,"",18989,""
2019/20,"",S08000015,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",37,"",67,"",13646,"",24.969945355191257,"",9139,""
2019/20,"",S08000015,"",,z,Surgery Grouping,d,Surgery Grouping,"",244,"",85.5,"",89311,"",208.59016393442624,"",76344,""
2019/20,"",S08000015,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",45,"",69.8,"",16296,"",31.07103825136612,"",11372,""
2019/20,"",S08000016,"",A1,"",General Medicine,"",Medical Grouping,"",85,"",85.8,"",31111,"",72.9207650273224,"",26689,""
2019/20,"",S08000016,"",A2,"",Cardiology,"",Medical Grouping,"",6,"",100,"",2084,"",5.693989071038251,"",2084,""
2019/20,"",S08000016,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",0,"",100,"",91,"",0.24863387978142076,"",91,""
2019/20,"",S08000016,"",A9,"",Gastroenterology,"",Medical Grouping,"",0,"",100,"",75,"",0.20491803278688525,"",75,""
2019/20,"",S08000016,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",54,"",91.8,"",19749,"",49.54371584699454,"",18133,""
2019/20,"",S08000016,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000016,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",16,"",30.2,"",5813,"",4.80327868852459,"",1758,""
2019/20,"",S08000016,"",AH,"",Neurology,"",Medical Grouping,"",0,"",100,"",154,"",0.4207650273224044,"",154,""
2019/20,"",S08000016,"",AM,"",Palliative Medicine,"",Medical Grouping,"",9,"",88.5,"",3201,"",7.740437158469946,"",2833,""
2019/20,"",S08000016,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",0,"",100,"",12,"",0.03278688524590164,"",12,""
2019/20,"",S08000016,"",C1,"",General Surgery,"",Surgery Grouping,"",20,"",95.6,"",7430,"",19.401639344262296,"",7101,""
2019/20,"",S08000016,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2019/20,"",S08000016,"",C3,"",Anaesthetics,"",Surgery Grouping,"",4,"",7,"",1526,"",0.2923497267759563,"",107,""
2019/20,"",S08000016,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",0,"",100,"",120,"",0.32786885245901637,"",120,""
2019/20,"",S08000016,"",C7,"",Ophthalmology,"",Surgery Grouping,"",1,"",4,"",329,"",0.03551912568306011,"",13,""
2019/20,"",S08000016,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",33,"",64.9,"",11909,"",21.112021857923498,"",7727,""
2019/20,"",S08000016,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000016,"",CB,"",Urology,"",Surgery Grouping,"",3,"",90.3,"",962,"",2.3743169398907105,"",869,""
2019/20,"",S08000016,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2019/20,"",S08000016,"",D6,"",Restorative Dentistry,"",Dental Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2019/20,"",S08000016,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,"",,z,0,"",0,"",0,""
2019/20,"",S08000016,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",2,"",99.8,"",553,"",1.5081967213114753,"",552,""
2019/20,"",S08000016,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",15,"",45.1,"",5319,"",6.560109289617486,"",2401,""
2019/20,"",S08000016,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",29,"",69,"",10793,"",20.33606557377049,"",7443,""
2019/20,"",S08000016,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",0,"",97.8,"",134,"",0.35792349726775957,"",131,""
2019/20,"",S08000016,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",24,"",76.9,"",8942,"",18.797814207650273,"",6880,""
2019/20,"",S08000016,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",1,"",98.1,"",309,"",0.8278688524590164,"",303,""
2019/20,"",S08000016,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",92,"",91.8,"",33700,"",84.50273224043715,"",30928,""
